epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
405,580.246,0.28631,0.40662,0.19748,0.89657,0.99949,1,0.995,0.99209,0.99949,1,0.995,0.98602,0.16471,0.25466,0.1367,0.7443,0.00040016,0.00040016,0.00040016
406,581.655,0.2557,0.40742,0.18695,0.87651,0.99947,1,0.995,0.99291,0.99947,1,0.995,0.98771,0.16875,0.24949,0.14318,0.74434,0.0003962,0.0003962,0.0003962
407,583.061,0.31481,0.50926,0.2186,0.90402,0.99946,1,0.995,0.995,0.99946,1,0.995,0.98756,0.16966,0.24995,0.13882,0.74415,0.00039224,0.00039224,0.00039224
408,584.496,0.29314,0.4383,0.20833,0.87262,0.99947,1,0.995,0.995,0.99947,1,0.995,0.98711,0.16472,0.25264,0.13992,0.74235,0.00038828,0.00038828,0.00038828
409,585.906,0.28107,0.39685,0.21913,0.89426,0.99947,1,0.995,0.99406,0.99947,1,0.995,0.98553,0.1753,0.25192,0.14386,0.74577,0.00038432,0.00038432,0.00038432
410,587.382,0.2804,0.40749,0.19691,0.89656,0.99945,1,0.995,0.99224,0.99945,1,0.995,0.98635,0.18607,0.25306,0.14874,0.75183,0.00038036,0.00038036,0.00038036
411,588.801,0.29571,0.45073,0.21034,0.88234,0.99945,1,0.995,0.99313,0.99945,1,0.995,0.98669,0.17899,0.25083,0.14482,0.75084,0.0003764,0.0003764,0.0003764
412,590.217,0.28334,0.40244,0.2035,0.88369,0.99945,1,0.995,0.99045,0.99945,1,0.995,0.98871,0.1673,0.24696,0.14427,0.74737,0.00037244,0.00037244,0.00037244
413,591.65,0.28986,0.4266,0.20937,0.88716,0.99947,1,0.995,0.99137,0.99947,1,0.995,0.99066,0.1646,0.24318,0.1411,0.74633,0.00036848,0.00036848,0.00036848
414,593.061,0.26298,0.37676,0.19648,0.87794,0.99948,1,0.995,0.99202,0.99948,1,0.995,0.99069,0.16424,0.24095,0.14129,0.74387,0.00036452,0.00036452,0.00036452
415,594.504,0.25981,0.44845,0.18715,0.8719,0.99947,1,0.995,0.99279,0.99947,1,0.995,0.99071,0.16054,0.23895,0.1406,0.74127,0.00036056,0.00036056,0.00036056
416,595.955,0.28373,0.39854,0.19723,0.88058,0.99947,1,0.995,0.99202,0.99947,1,0.995,0.99071,0.15323,0.23788,0.13552,0.73862,0.0003566,0.0003566,0.0003566
417,597.425,0.27036,0.38098,0.19597,0.87416,0.99944,1,0.995,0.99281,0.99944,1,0.995,0.98861,0.14893,0.23526,0.13406,0.73711,0.00035264,0.00035264,0.00035264
418,598.856,0.27991,0.38137,0.19838,0.88078,0.9994,1,0.995,0.99179,0.9994,1,0.995,0.98729,0.15075,0.23443,0.13512,0.73779,0.00034868,0.00034868,0.00034868
419,600.281,0.27916,0.3865,0.2013,0.89097,0.99939,1,0.995,0.99105,0.99939,1,0.995,0.98888,0.14993,0.23394,0.13137,0.73785,0.00034472,0.00034472,0.00034472
420,601.688,0.26314,0.42448,0.19622,0.88889,0.99941,1,0.995,0.99196,0.99941,1,0.995,0.99,0.14924,0.23398,0.13212,0.73715,0.00034076,0.00034076,0.00034076
421,603.107,0.26585,0.42873,0.19539,0.8841,0.99944,1,0.995,0.99314,0.99944,1,0.995,0.99009,0.14778,0.23685,0.13176,0.7349,0.0003368,0.0003368,0.0003368
422,604.513,0.26392,0.40217,0.19149,0.88621,0.99946,1,0.995,0.99318,0.99946,1,0.995,0.98939,0.14477,0.23809,0.12726,0.73354,0.00033284,0.00033284,0.00033284
423,605.927,0.25564,0.38694,0.18629,0.88739,0.99947,1,0.995,0.99324,0.99947,1,0.995,0.9895,0.1443,0.23428,0.12604,0.73319,0.00032888,0.00032888,0.00032888
424,607.401,0.24414,0.34782,0.18342,0.86797,0.99948,1,0.995,0.99328,0.99948,1,0.995,0.98966,0.14335,0.23074,0.12234,0.73386,0.00032492,0.00032492,0.00032492
425,608.808,0.25175,0.37141,0.18303,0.85915,0.99949,1,0.995,0.99398,0.99949,1,0.995,0.98971,0.13974,0.22917,0.12005,0.7337,0.00032096,0.00032096,0.00032096
426,610.284,0.25654,0.38762,0.18155,0.8832,0.99948,1,0.995,0.99219,0.99948,1,0.995,0.98983,0.14036,0.22926,0.12124,0.73455,0.000317,0.000317,0.000317
427,611.691,0.27117,0.39886,0.19243,0.88906,0.99949,1,0.995,0.99325,0.99949,1,0.995,0.99,0.1405,0.22868,0.12334,0.73476,0.00031304,0.00031304,0.00031304
428,613.095,0.2552,0.38425,0.18627,0.87136,0.99949,1,0.995,0.99417,0.99949,1,0.995,0.99045,0.14074,0.22745,0.12581,0.73385,0.00030908,0.00030908,0.00030908
429,614.529,0.26116,0.41681,0.1824,0.88431,0.99949,1,0.995,0.99496,0.99949,1,0.995,0.99131,0.14359,0.22768,0.1281,0.73381,0.00030512,0.00030512,0.00030512
430,615.96,0.25524,0.39174,0.18482,0.86858,0.99948,1,0.995,0.99393,0.99948,1,0.995,0.99105,0.14624,0.22878,0.12915,0.73327,0.00030116,0.00030116,0.00030116
431,617.364,0.24366,0.37827,0.17883,0.87194,0.99948,1,0.995,0.99392,0.99948,1,0.995,0.99088,0.14385,0.22629,0.13249,0.73473,0.0002972,0.0002972,0.0002972
432,618.823,0.2518,0.41354,0.18629,0.87289,0.99948,1,0.995,0.99392,0.99948,1,0.995,0.9889,0.14093,0.2256,0.13001,0.73436,0.00029324,0.00029324,0.00029324
433,620.232,0.26286,0.4247,0.19313,0.88472,0.99949,1,0.995,0.99391,0.99949,1,0.995,0.9896,0.14222,0.22847,0.12928,0.73408,0.00028928,0.00028928,0.00028928
434,621.642,0.24899,0.34534,0.17802,0.8885,0.99947,1,0.995,0.9939,0.99947,1,0.995,0.98958,0.14333,0.2273,0.12714,0.73446,0.00028532,0.00028532,0.00028532
435,623.053,0.27511,0.38902,0.18647,0.88279,0.99947,1,0.995,0.99313,0.99947,1,0.995,0.99081,0.14322,0.22625,0.12494,0.73506,0.00028136,0.00028136,0.00028136
436,624.46,0.235,0.33575,0.17796,0.85617,0.99947,1,0.995,0.99136,0.99947,1,0.995,0.99094,0.14134,0.22941,0.12702,0.73492,0.0002774,0.0002774,0.0002774
437,625.898,0.2715,0.39944,0.17921,0.87641,0.99948,1,0.995,0.99215,0.99948,1,0.995,0.99109,0.13871,0.22917,0.12419,0.73486,0.00027344,0.00027344,0.00027344
438,627.33,0.25517,0.41448,0.17535,0.87898,0.99948,1,0.995,0.99294,0.99948,1,0.995,0.99127,0.13902,0.22702,0.12455,0.73609,0.00026948,0.00026948,0.00026948
439,628.796,0.23384,0.37218,0.17703,0.86939,0.99948,1,0.995,0.99295,0.99948,1,0.995,0.99128,0.13665,0.22455,0.12226,0.73599,0.00026552,0.00026552,0.00026552
440,630.204,0.25845,0.36062,0.18288,0.88329,0.99949,1,0.995,0.99367,0.99949,1,0.995,0.9913,0.13484,0.22515,0.12347,0.73515,0.00026156,0.00026156,0.00026156
441,631.619,0.26805,0.40739,0.18981,0.87843,0.99949,1,0.995,0.99368,0.99949,1,0.995,0.99061,0.13744,0.22956,0.12503,0.73564,0.0002576,0.0002576,0.0002576
442,633.03,0.24412,0.33839,0.16627,0.87501,0.99948,1,0.995,0.995,0.99948,1,0.995,0.99068,0.14154,0.23454,0.12593,0.7369,0.00025364,0.00025364,0.00025364
443,634.442,0.27147,0.39117,0.19461,0.8898,0.99949,1,0.995,0.99423,0.99949,1,0.995,0.99084,0.14163,0.2331,0.12644,0.73704,0.00024968,0.00024968,0.00024968
444,635.852,0.23445,0.36365,0.16826,0.87611,0.99949,1,0.995,0.99338,0.99949,1,0.995,0.99168,0.14051,0.22731,0.1266,0.73591,0.00024572,0.00024572,0.00024572
445,637.26,0.30145,0.42586,0.21009,0.88069,0.99949,1,0.995,0.99412,0.99949,1,0.995,0.99171,0.13952,0.22246,0.12704,0.73535,0.00024176,0.00024176,0.00024176
446,638.667,0.25277,0.3952,0.17764,0.86785,0.99949,1,0.995,0.99414,0.99949,1,0.995,0.99244,0.13814,0.22125,0.1278,0.73545,0.0002378,0.0002378,0.0002378
447,640.173,0.26919,0.39167,0.18433,0.87635,0.99948,1,0.995,0.99355,0.99948,1,0.995,0.99253,0.13836,0.22119,0.12944,0.73658,0.00023384,0.00023384,0.00023384
448,641.591,0.22974,0.32684,0.18409,0.87455,0.99948,1,0.995,0.99354,0.99948,1,0.995,0.99169,0.1424,0.22104,0.12906,0.73805,0.00022988,0.00022988,0.00022988
449,643.017,0.25544,0.36634,0.19371,0.89497,0.99948,1,0.995,0.99218,0.99948,1,0.995,0.99195,0.1452,0.22053,0.12941,0.7393,0.00022592,0.00022592,0.00022592
450,644.442,0.24147,0.3683,0.18449,0.85719,0.99949,1,0.995,0.99337,0.99949,1,0.995,0.99205,0.14493,0.22038,0.13027,0.73952,0.00022196,0.00022196,0.00022196
451,645.888,0.229,0.33793,0.17017,0.85819,0.9995,1,0.995,0.99341,0.9995,1,0.995,0.99221,0.14464,0.21921,0.12773,0.73967,0.000218,0.000218,0.000218
452,647.313,0.23762,0.35227,0.17538,0.87297,0.9995,1,0.995,0.99342,0.9995,1,0.995,0.99224,0.14507,0.21637,0.12786,0.73971,0.00021404,0.00021404,0.00021404
453,648.719,0.24419,0.36818,0.17963,0.87385,0.99951,1,0.995,0.99389,0.99951,1,0.995,0.99223,0.14442,0.21453,0.12932,0.73888,0.00021008,0.00021008,0.00021008
454,650.184,0.2256,0.34458,0.1831,0.8859,0.99951,1,0.995,0.99407,0.99951,1,0.995,0.99202,0.14494,0.21486,0.12822,0.73976,0.00020612,0.00020612,0.00020612
455,651.591,0.24233,0.34848,0.1833,0.87578,0.9995,1,0.995,0.99402,0.9995,1,0.995,0.99191,0.14243,0.21312,0.12879,0.73971,0.00020216,0.00020216,0.00020216
456,652.998,0.24553,0.34338,0.18977,0.87432,0.99951,1,0.995,0.99376,0.99951,1,0.995,0.99177,0.13982,0.2126,0.13128,0.73894,0.0001982,0.0001982,0.0001982
457,654.406,0.23976,0.35381,0.18197,0.87052,0.99949,1,0.995,0.99372,0.99949,1,0.995,0.99038,0.1408,0.21335,0.12977,0.73895,0.00019424,0.00019424,0.00019424
458,655.833,0.24526,0.36319,0.17982,0.87946,0.99947,1,0.995,0.99302,0.99947,1,0.995,0.99033,0.13853,0.21247,0.12632,0.73793,0.00019028,0.00019028,0.00019028
459,657.256,0.24675,0.36108,0.17531,0.88308,0.99948,1,0.995,0.99303,0.99948,1,0.995,0.99161,0.13419,0.21189,0.12307,0.73709,0.00018632,0.00018632,0.00018632
460,658.661,0.26126,0.35403,0.17902,0.88371,0.99948,1,0.995,0.99393,0.99948,1,0.995,0.99166,0.13138,0.21221,0.12299,0.73543,0.00018236,0.00018236,0.00018236
461,660.123,0.22329,0.3482,0.17021,0.86666,0.99948,1,0.995,0.99301,0.99948,1,0.995,0.99168,0.12808,0.2146,0.12276,0.73334,0.0001784,0.0001784,0.0001784
462,661.533,0.23631,0.37442,0.18145,0.88564,0.99948,1,0.995,0.99368,0.99948,1,0.995,0.99162,0.12642,0.21682,0.11946,0.73193,0.00017444,0.00017444,0.00017444
463,662.941,0.26485,0.40434,0.18434,0.88826,0.99948,1,0.995,0.99367,0.99948,1,0.995,0.99152,0.12649,0.21703,0.11738,0.73202,0.00017048,0.00017048,0.00017048
464,664.364,0.23718,0.37116,0.16893,0.8733,0.99949,1,0.995,0.99365,0.99949,1,0.995,0.99155,0.12792,0.21495,0.11677,0.73202,0.00016652,0.00016652,0.00016652
465,665.789,0.24044,0.36892,0.18148,0.86716,0.99949,1,0.995,0.99363,0.99949,1,0.995,0.99155,0.12742,0.21232,0.11816,0.73121,0.00016256,0.00016256,0.00016256
466,667.208,0.23414,0.36569,0.16109,0.87322,0.99949,1,0.995,0.99476,0.99949,1,0.995,0.99213,0.12511,0.21085,0.11761,0.73017,0.0001586,0.0001586,0.0001586
467,668.64,0.23277,0.33661,0.16703,0.87151,0.99949,1,0.995,0.99477,0.99949,1,0.995,0.99213,0.12444,0.2098,0.11809,0.73038,0.00015464,0.00015464,0.00015464
468,670.082,0.24104,0.33955,0.17751,0.8581,0.99949,1,0.995,0.99363,0.99949,1,0.995,0.99139,0.12438,0.20928,0.11756,0.73106,0.00015068,0.00015068,0.00015068
469,671.558,0.24693,0.39216,0.17607,0.89351,0.99949,1,0.995,0.99368,0.99949,1,0.995,0.99213,0.12555,0.20889,0.11845,0.73201,0.00014672,0.00014672,0.00014672
470,672.97,0.24203,0.34515,0.16783,0.87835,0.99949,1,0.995,0.99369,0.99949,1,0.995,0.99205,0.12643,0.20904,0.11979,0.73251,0.00014276,0.00014276,0.00014276
471,674.393,0.22427,0.34926,0.16773,0.86785,0.99949,1,0.995,0.99368,0.99949,1,0.995,0.99199,0.12618,0.20883,0.11981,0.73209,0.0001388,0.0001388,0.0001388
472,675.814,0.23675,0.33414,0.16664,0.86258,0.99949,1,0.995,0.99371,0.99949,1,0.995,0.99196,0.12594,0.20894,0.12057,0.73155,0.00013484,0.00013484,0.00013484
473,677.25,0.24158,0.35088,0.17437,0.89135,0.99949,1,0.995,0.99374,0.99949,1,0.995,0.99112,0.12612,0.20896,0.12141,0.73068,0.00013088,0.00013088,0.00013088
474,678.668,0.25072,0.35834,0.1739,0.89471,0.99949,1,0.995,0.99412,0.99949,1,0.995,0.99114,0.12751,0.20931,0.1206,0.73013,0.00012692,0.00012692,0.00012692
475,680.09,0.22994,0.34603,0.16444,0.86725,0.99949,1,0.995,0.99499,0.99949,1,0.995,0.99202,0.12736,0.20882,0.11655,0.72965,0.00012296,0.00012296,0.00012296
476,681.533,0.2312,0.3605,0.18198,0.86451,0.99949,1,0.995,0.995,0.99949,1,0.995,0.99202,0.12594,0.20822,0.11469,0.72919,0.000119,0.000119,0.000119
477,683.061,0.21463,0.33454,0.1624,0.8786,0.99949,1,0.995,0.995,0.99949,1,0.995,0.99205,0.12282,0.20822,0.11416,0.72855,0.00011504,0.00011504,0.00011504
478,684.507,0.23821,0.33265,0.16907,0.86901,0.99949,1,0.995,0.995,0.99949,1,0.995,0.99206,0.12244,0.20843,0.11461,0.72853,0.00011108,0.00011108,0.00011108
479,685.952,0.21916,0.31449,0.16313,0.85738,0.99949,1,0.995,0.995,0.99949,1,0.995,0.9921,0.12266,0.208,0.11496,0.72871,0.00010712,0.00010712,0.00010712
480,687.393,0.24923,0.37978,0.19166,0.88696,0.99949,1,0.995,0.99496,0.99949,1,0.995,0.99208,0.12209,0.20645,0.11444,0.72912,0.00010316,0.00010316,0.00010316
481,688.818,0.24136,0.38533,0.18158,0.87609,0.99949,1,0.995,0.99496,0.99949,1,0.995,0.99211,0.12096,0.20497,0.11169,0.72922,9.92e-05,9.92e-05,9.92e-05
482,690.239,0.25296,0.38523,0.19134,0.88686,0.9995,1,0.995,0.99497,0.9995,1,0.995,0.99216,0.11923,0.204,0.10963,0.72895,9.524e-05,9.524e-05,9.524e-05
483,691.685,0.24067,0.36308,0.16627,0.87852,0.9995,1,0.995,0.99498,0.9995,1,0.995,0.99229,0.11764,0.20366,0.11033,0.72832,9.128e-05,9.128e-05,9.128e-05
484,693.184,0.22238,0.33587,0.16923,0.87069,0.9995,1,0.995,0.99499,0.9995,1,0.995,0.99244,0.11728,0.2039,0.11055,0.72828,8.732e-05,8.732e-05,8.732e-05
485,694.612,0.25532,0.37671,0.18311,0.87141,0.9995,1,0.995,0.995,0.9995,1,0.995,0.99192,0.11734,0.20379,0.11154,0.72839,8.336e-05,8.336e-05,8.336e-05
486,696.02,0.23316,0.35425,0.16537,0.86064,0.9995,1,0.995,0.99482,0.9995,1,0.995,0.99247,0.11798,0.2037,0.11141,0.7287,7.94e-05,7.94e-05,7.94e-05
487,697.458,0.23727,0.34231,0.16982,0.86895,0.99949,1,0.995,0.99387,0.99949,1,0.995,0.99246,0.11891,0.20322,0.11226,0.72894,7.544e-05,7.544e-05,7.544e-05
488,698.869,0.2381,0.36263,0.1676,0.86716,0.99949,1,0.995,0.99384,0.99949,1,0.995,0.99241,0.11904,0.2027,0.11223,0.7287,7.148e-05,7.148e-05,7.148e-05
489,700.303,0.2297,0.34197,0.16215,0.86272,0.99949,1,0.995,0.99382,0.99949,1,0.995,0.99245,0.119,0.20289,0.11178,0.72867,6.752e-05,6.752e-05,6.752e-05
490,701.717,0.18812,0.28736,0.14605,0.84847,0.9995,1,0.995,0.99382,0.9995,1,0.995,0.99245,0.1189,0.20344,0.11154,0.72863,6.356e-05,6.356e-05,6.356e-05
491,703.434,0.20218,0.25795,0.23603,0.84665,0.99949,1,0.995,0.99302,0.99949,1,0.995,0.99201,0.12021,0.20515,0.11375,0.72905,5.96e-05,5.96e-05,5.96e-05
492,704.852,0.17591,0.2617,0.16297,0.81881,0.99945,1,0.995,0.99399,0.99945,1,0.995,0.99153,0.12254,0.20804,0.11696,0.73018,5.564e-05,5.564e-05,5.564e-05
493,706.267,0.16929,0.24841,0.15625,0.81632,0.99942,1,0.995,0.99393,0.99942,1,0.995,0.99132,0.12472,0.21053,0.12031,0.73136,5.168e-05,5.168e-05,5.168e-05
494,707.683,0.18325,0.25492,0.1594,0.81207,0.99939,1,0.995,0.99265,0.99939,1,0.995,0.99024,0.12761,0.21241,0.12372,0.73293,4.772e-05,4.772e-05,4.772e-05
495,709.1,0.15788,0.25142,0.14986,0.81695,0.99939,1,0.995,0.99261,0.99939,1,0.995,0.99016,0.13038,0.21325,0.1266,0.73458,4.376e-05,4.376e-05,4.376e-05
496,710.517,0.15867,0.22703,0.13767,0.82012,0.99939,1,0.995,0.9926,0.99939,1,0.995,0.99007,0.131,0.2125,0.12788,0.73521,3.98e-05,3.98e-05,3.98e-05
497,711.954,0.1603,0.235,0.14426,0.80167,0.99938,1,0.995,0.99259,0.99938,1,0.995,0.99008,0.13061,0.21174,0.12933,0.7352,3.584e-05,3.584e-05,3.584e-05
498,713.361,0.16074,0.23365,0.13379,0.8239,0.99936,1,0.995,0.99387,0.99936,1,0.995,0.99005,0.12985,0.21097,0.12946,0.73477,3.188e-05,3.188e-05,3.188e-05
499,714.841,0.15761,0.23933,0.14538,0.8131,0.99938,1,0.995,0.99387,0.99938,1,0.995,0.99005,0.12764,0.20935,0.12682,0.73356,2.792e-05,2.792e-05,2.792e-05
500,716.268,0.15853,0.23809,0.14376,0.81868,0.9994,1,0.995,0.99485,0.9994,1,0.995,0.99006,0.12631,0.20837,0.12535,0.73252,2.396e-05,2.396e-05,2.396e-05
